INFO     | 2025-06-23 13:14:44,553 | config     | Loading configuration at '.\partition_finder.cfg'
INFO     | 2025-06-23 14:37:44,654 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2025-06-23 14:37:44,655 | model_util |    
INFO     | 2025-06-23 14:37:44,655 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2025-06-23 14:37:44,655 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2025-06-23 14:37:44,655 | model_util |    
INFO     | 2025-06-23 14:37:44,657 | model_util |    Your analysis also used PhyML, so please cite:
INFO     | 2025-06-23 14:37:44,657 | model_util |    Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2025-06-23 14:37:44,657 | model_util |    
INFO     | 2025-06-23 14:37:44,657 | main       | Total processing time: 1:23:00 (h:m:s)
INFO     | 2025-06-23 14:37:44,657 | main       | Processing complete.
