INFO     | 2025-06-23 12:41:43,776 | config     | Loading configuration at '.\partition_finder.cfg'
INFO     | 2025-06-23 12:44:53,276 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2025-06-23 12:44:53,276 | config     | Looking for alignment file '.\A_803-2745.phylip'...
INFO     | 2025-06-23 12:44:53,276 | threadpool | Using 16 cpus
INFO     | 2025-06-23 12:44:53,278 | analysis   | Beginning Analysis
INFO     | 2025-06-23 12:44:53,302 | alignment  | Reading alignment file '.\A_803-2745.phylip'
ERROR    | 2025-06-23 12:44:53,309 | alignment  | Line 2: Line should be species and bases separated by whitespace
ERROR    | 2025-06-23 12:44:53,309 | main       | Failed to run. See previous errors.
INFO     | 2025-06-23 12:45:17,572 | config     | Loading configuration at '.\partition_finder.cfg'
INFO     | 2025-06-23 12:45:17,575 | config     | Setting 'alignment' to 'A_803-2745.phylip'
INFO     | 2025-06-23 12:45:17,575 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2025-06-23 12:45:17,576 | parser     | You set 'models' to: GTR, GTR+G, GTR+I+G
INFO     | 2025-06-23 12:45:17,585 | model_load | This analysis will use the following 3 models of molecular evolution
INFO     | 2025-06-23 12:45:17,585 | model_load | GTR, GTR+G, GTR+I+G
INFO     | 2025-06-23 12:45:17,586 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2025-06-23 12:45:17,588 | config     | Setting 'search' to 'greedy'
INFO     | 2025-06-23 12:45:17,588 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2025-06-23 12:45:17,588 | config     | Looking for alignment file '.\A_803-2745.phylip'...
INFO     | 2025-06-23 12:45:17,588 | threadpool | Using 16 cpus
INFO     | 2025-06-23 12:45:17,588 | analysis   | Beginning Analysis
INFO     | 2025-06-23 12:45:17,615 | alignment  | Reading alignment file '.\A_803-2745.phylip'
ERROR    | 2025-06-23 12:45:17,615 | alignment  | Line 2: Line should be species and bases separated by whitespace
ERROR    | 2025-06-23 12:45:17,615 | main       | Failed to run. See previous errors.
INFO     | 2025-06-23 12:46:06,336 | config     | Loading configuration at '.\partition_finder.cfg'
INFO     | 2025-06-23 12:46:06,339 | config     | Setting 'alignment' to 'A_803-2745.phylip'
INFO     | 2025-06-23 12:46:06,341 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2025-06-23 12:46:06,341 | parser     | You set 'models' to: GTR, GTR+G, GTR+I+G
INFO     | 2025-06-23 12:46:06,351 | model_load | This analysis will use the following 3 models of molecular evolution
INFO     | 2025-06-23 12:46:06,352 | model_load | GTR, GTR+G, GTR+I+G
INFO     | 2025-06-23 12:46:06,352 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2025-06-23 12:46:06,355 | config     | Setting 'search' to 'greedy'
INFO     | 2025-06-23 12:46:06,355 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2025-06-23 12:46:06,355 | config     | Looking for alignment file '.\A_803-2745.phylip'...
INFO     | 2025-06-23 12:46:06,355 | threadpool | Using 16 cpus
INFO     | 2025-06-23 12:46:06,355 | analysis   | Beginning Analysis
INFO     | 2025-06-23 12:46:06,381 | alignment  | Reading alignment file '.\A_803-2745.phylip'
ERROR    | 2025-06-23 12:46:06,381 | alignment  | Line 2: Line should be species and bases separated by whitespace
ERROR    | 2025-06-23 12:46:06,382 | main       | Failed to run. See previous errors.
INFO     | 2025-06-23 12:47:24,681 | config     | Loading configuration at '.\partition_finder.cfg'
INFO     | 2025-06-23 12:47:24,684 | config     | Setting 'alignment' to 'A_803-2745.phylip'
INFO     | 2025-06-23 12:47:24,684 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2025-06-23 12:47:24,686 | parser     | You set 'models' to: GTR, GTR+G, GTR+I+G
INFO     | 2025-06-23 12:47:24,696 | model_load | This analysis will use the following 3 models of molecular evolution
INFO     | 2025-06-23 12:47:24,697 | model_load | GTR, GTR+G, GTR+I+G
INFO     | 2025-06-23 12:47:24,697 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2025-06-23 12:47:24,698 | config     | Setting 'search' to 'greedy'
INFO     | 2025-06-23 12:47:24,700 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2025-06-23 12:47:24,700 | config     | Looking for alignment file '.\A_803-2745.phylip'...
INFO     | 2025-06-23 12:47:24,700 | threadpool | Using 16 cpus
INFO     | 2025-06-23 12:47:24,700 | analysis   | Beginning Analysis
INFO     | 2025-06-23 12:47:24,724 | alignment  | Reading alignment file '.\A_803-2745.phylip'
ERROR    | 2025-06-23 12:47:24,726 | alignment  | Line 3: Line should be species and bases separated by whitespace
ERROR    | 2025-06-23 12:47:24,726 | main       | Failed to run. See previous errors.
INFO     | 2025-06-23 12:52:22,331 | config     | Loading configuration at '.\partition_finder.cfg'
INFO     | 2025-06-23 12:52:22,334 | config     | Setting 'alignment' to 'A_803-2745.phylip'
INFO     | 2025-06-23 12:52:22,335 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2025-06-23 12:52:22,335 | parser     | You set 'models' to: GTR, GTR+G, GTR+I+G
INFO     | 2025-06-23 12:52:22,345 | model_load | This analysis will use the following 3 models of molecular evolution
INFO     | 2025-06-23 12:52:22,345 | model_load | GTR, GTR+G, GTR+I+G
INFO     | 2025-06-23 12:52:22,346 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2025-06-23 12:52:22,348 | config     | Setting 'search' to 'greedy'
INFO     | 2025-06-23 12:52:22,348 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2025-06-23 12:52:22,348 | config     | Looking for alignment file '.\A_803-2745.phylip'...
INFO     | 2025-06-23 12:52:22,348 | threadpool | Using 16 cpus
INFO     | 2025-06-23 12:52:22,348 | analysis   | Beginning Analysis
INFO     | 2025-06-23 12:52:22,374 | alignment  | Reading alignment file '.\A_803-2745.phylip'
INFO     | 2025-06-23 12:52:22,397 | analysis   | Starting tree will be estimated from the data.
INFO     | 2025-06-23 12:52:22,398 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for .\analysis\start_tree\filtered_source.phy
INFO     | 2025-06-23 12:52:22,398 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2025-06-23 12:52:34,892 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2025-06-23 12:52:43,417 | raxml      | ML topology estimation finished
INFO     | 2025-06-23 12:52:43,420 | analysis_m | Performing Greedy Analysis
INFO     | 2025-06-23 12:52:43,420 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2025-06-23 12:53:24,331 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2025-06-23 12:53:24,342 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2025-06-23 12:53:24,351 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2025-06-23 12:53:24,354 | analysis_m |    ***Greedy algorithm step 1***
INFO     | 2025-06-23 12:53:24,354 | analysis_m |       Analysing 3 new subset pairs
INFO     | 2025-06-23 12:53:56,029 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2025-06-23 12:54:27,526 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2025-06-23 12:54:33,144 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2025-06-23 12:54:33,144 | analysis_m |       Finding the best partitioning scheme
INFO     | 2025-06-23 12:54:33,145 | analysis_m |       Found no schemes that improve the score, stopping
INFO     | 2025-06-23 12:54:33,147 | analysis_m |    Greedy algorithm finished after 1 steps
INFO     | 2025-06-23 12:54:33,147 | analysis_m |    Best scoring scheme is scheme start_scheme, with aicc score of 97315.623
INFO     | 2025-06-23 12:54:33,148 | model_util |    Information on best scheme is here: .\analysis\best_scheme.txt
INFO     | 2025-06-23 12:54:33,150 | model_util |    
INFO     | 2025-06-23 12:54:33,150 | model_util |    
INFO     | 2025-06-23 12:54:33,150 | model_util |    *Citations for this analysis*
INFO     | 2025-06-23 12:54:33,150 | model_util |    -----------------------------
INFO     | 2025-06-23 12:54:33,151 | model_util |    
INFO     | 2025-06-23 12:54:33,151 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2025-06-23 12:54:33,151 | model_util |    
INFO     | 2025-06-23 12:54:33,151 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2025-06-23 12:54:33,151 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2025-06-23 12:54:33,151 | model_util |    
INFO     | 2025-06-23 12:54:33,153 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2025-06-23 12:54:33,153 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2025-06-23 12:54:33,153 | model_util |    
INFO     | 2025-06-23 12:54:33,154 | model_util |    Your analysis also used PhyML, so please cite:
INFO     | 2025-06-23 12:54:33,155 | model_util |    Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2025-06-23 12:54:33,155 | model_util |    
INFO     | 2025-06-23 12:54:33,157 | main       | Total processing time: 0:02:11 (h:m:s)
INFO     | 2025-06-23 12:54:33,157 | main       | Processing complete.
INFO     | 2025-06-23 12:56:49,186 | config     | Loading configuration at '.\partition_finder.cfg'
INFO     | 2025-06-23 12:56:49,194 | config     | Setting 'alignment' to 'A_803-2745.phylip'
INFO     | 2025-06-23 12:56:49,194 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2025-06-23 12:56:49,196 | parser     | You set 'models' to: beast
INFO     | 2025-06-23 12:56:49,210 | model_load | This analysis will use the following 40 models of molecular evolution
INFO     | 2025-06-23 12:56:49,210 | model_load | JC, K80, TRNEF, SYM, HKY, TRN, GTR, HKY+X, TRN+X, GTR+X, JC+G, K80+G, TRNEF+G, SYM+G, HKY+G, TRN+G, GTR+G, HKY+G+X, TRN+G+X, GTR+G+X, JC+I, K80+I, TRNEF+I, SYM+I, HKY+I, TRN+I, GTR+I, HKY+I+X, TRN+I+X, GTR+I+X, JC+I+G, K80+I+G, TRNEF+I+G, SYM+I+G, HKY+I+G, TRN+I+G, GTR+I+G, HKY+I+G+X, TRN+I+G+X, GTR+I+G+X
INFO     | 2025-06-23 12:56:49,210 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2025-06-23 12:56:49,211 | config     | Setting 'search' to 'greedy'
INFO     | 2025-06-23 12:56:49,213 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2025-06-23 12:56:49,213 | config     | Looking for alignment file '.\A_803-2745.phylip'...
INFO     | 2025-06-23 12:56:49,213 | threadpool | Using 16 cpus
INFO     | 2025-06-23 12:56:49,213 | analysis   | Beginning Analysis
INFO     | 2025-06-23 12:56:49,226 | config     | Checking previously run configuration data...
INFO     | 2025-06-23 12:56:49,232 | alignment  | Reading alignment file '.\A_803-2745.phylip'
INFO     | 2025-06-23 12:56:49,249 | alignment  | Reading alignment file '.\analysis\start_tree\source.phy'
INFO     | 2025-06-23 12:56:49,276 | analysis   | Starting tree file found.
INFO     | 2025-06-23 12:56:49,276 | analysis_m | Performing Greedy Analysis
INFO     | 2025-06-23 12:56:49,276 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2025-06-23 12:57:37,009 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2025-06-23 13:00:02,858 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2025-06-23 13:00:40,388 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2025-06-23 13:00:40,390 | analysis_m |    ***Greedy algorithm step 1***
INFO     | 2025-06-23 13:00:40,391 | analysis_m |       Analysing 3 new subset pairs
INFO     | 2025-06-23 13:04:15,500 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2025-06-23 13:05:43,969 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2025-06-23 13:07:39,345 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2025-06-23 13:07:39,345 | analysis_m |       Finding the best partitioning scheme
INFO     | 2025-06-23 13:07:39,346 | analysis_m |       Found no schemes that improve the score, stopping
INFO     | 2025-06-23 13:07:39,346 | analysis_m |    Greedy algorithm finished after 1 steps
INFO     | 2025-06-23 13:07:39,346 | analysis_m |    Best scoring scheme is scheme start_scheme, with aicc score of 97282.671
INFO     | 2025-06-23 13:07:39,348 | model_util |    Information on best scheme is here: .\analysis\best_scheme.txt
INFO     | 2025-06-23 13:07:39,348 | model_util |    
INFO     | 2025-06-23 13:07:39,349 | model_util |    
INFO     | 2025-06-23 13:07:39,349 | model_util |    *Citations for this analysis*
INFO     | 2025-06-23 13:07:39,349 | model_util |    -----------------------------
INFO     | 2025-06-23 13:07:39,351 | model_util |    
INFO     | 2025-06-23 13:07:39,351 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2025-06-23 13:07:39,351 | model_util |    
INFO     | 2025-06-23 13:07:39,352 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2025-06-23 13:07:39,352 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2025-06-23 13:07:39,352 | model_util |    
INFO     | 2025-06-23 13:07:39,354 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2025-06-23 13:07:39,354 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2025-06-23 13:07:39,354 | model_util |    
INFO     | 2025-06-23 13:07:39,355 | model_util |    Your analysis also used PhyML, so please cite:
INFO     | 2025-06-23 13:07:39,357 | model_util |    Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2025-06-23 13:07:39,357 | model_util |    
INFO     | 2025-06-23 13:07:39,358 | main       | Total processing time: 0:10:50 (h:m:s)
INFO     | 2025-06-23 13:07:39,358 | main       | Processing complete.
